x0,x1,x2,x3,y,x4,x5
A5,23.0,A7,A6,0.01,0.0,0.0
A17,33.0,A11,A135,0.0,0.0,0.13
A7,23.0,A8,A136,0.02,0.01,0.0
A3,31.0,A1,A26,0.09,0.0,0.0
A1,,A9,A20,0.05,0.0,0.0
A22,16.0,A8,A137,0.0,0.0,0.03
A8,21.0,A2,A3,0.06,0.04,0.0
,29.0,A8,A112,0.09,0.0,0.0
A5,25.0,A0,A4,0.98,0.42,0.22
A18,22.0,A6,A39,0.29,0.08,0.0
A17,32.0,A5,A15,0.06,0.08,0.05
A7,29.0,A1,A26,0.17,0.14,0.0
A8,18.0,A5,A89,0.03,0.02,0.07
A4,23.0,A1,A68,0.0,0.93,0.0
A4,27.0,A1,A39,0.0,0.01,0.0
,22.0,A1,A6,0.14,0.11,0.0
A18,22.0,A7,A21,0.68,0.11,0.0
A3,28.0,A1,A3,0.26,0.0,0.0
,31.0,A9,A12,0.33,0.51,0.01
A1,34.0,A0,A51,0.0,0.05,0.0
A0,31.0,,A125,0.0,0.0,0.06
A3,30.0,A8,A12,0.0,0.58,0.0
A8,,A0,A20,0.1,0.07,0.0
A3,31.0,A8,A8,0.0,0.0,0.03
A15,21.0,A10,A12,0.03,0.01,0.0
A2,,A0,A35,0.51,0.39,0.0
A4,31.0,A11,A39,0.19,0.31,0.0
A7,22.0,A8,A138,0.0,0.0,0.01
A0,30.0,A1,A21,0.35,0.0,0.0
A18,26.0,A8,A139,0.02,0.01,0.0
A7,26.0,A8,A134,0.01,0.01,0.0
A17,35.0,A4,A15,0.71,0.22,0.52
A18,22.0,A0,A25,0.04,0.01,0.04
A16,30.0,A6,A17,0.09,0.07,0.11
A1,27.0,A0,A4,0.68,0.43,0.29
A18,22.0,A0,A3,0.07,0.02,0.0
A13,34.0,A4,A25,0.0,0.0,0.04
A4,31.0,A7,A54,0.0,0.15,0.0
A8,18.0,A1,A1,0.0,0.0,0.75
A7,21.0,A6,A54,0.07,0.06,0.0
A0,30.0,A0,A25,0.0,0.0,0.05
A1,29.0,A4,A15,0.67,0.41,1.05
A11,36.0,A5,A28,0.0,0.0,0.02
A4,32.0,A2,A140,0.0,0.02,0.0
A1,29.0,A4,A99,0.17,0.12,0.06
A7,26.0,A1,A21,0.71,2.48,0.03
A8,17.0,A6,A1,0.02,0.01,0.0
A7,25.0,A6,A68,0.04,0.04,0.0
A18,23.0,A9,A26,0.07,0.02,0.0
A7,22.0,A2,A4,0.62,0.44,1.06
A15,24.0,A3,A112,0.2,0.08,0.0
A16,31.0,A8,A8,0.0,0.0,0.08
A18,23.0,A5,A22,0.03,0.01,0.0
A2,31.0,A0,A106,1.48,0.71,0.0
A17,32.0,A2,A15,0.12,0.02,0.06
A7,27.0,A3,A1,0.0,0.0,0.02
A5,23.0,A11,A39,0.05,0.01,0.0
A15,21.0,A0,A141,0.01,0.0,0.0
A1,30.0,A1,A14,0.08,0.0,0.0
A8,20.0,A4,A4,0.11,0.08,0.34
A3,27.0,A1,A8,0.0,0.0,0.1
A16,30.0,A0,A12,0.21,0.12,0.03
A18,23.0,A0,A69,0.0,0.0,0.03
A7,26.0,A2,A10,0.0,0.0,0.07
A8,15.0,A5,A89,0.17,0.11,0.43
A7,21.0,A1,A1,0.06,0.9,0.53
A0,27.0,A11,A99,0.04,0.0,0.0
A1,31.0,A4,A15,0.0,0.01,0.25
A3,26.0,A11,A46,0.09,0.0,0.0
A19,19.0,A5,A102,0.0,0.0,0.1
A10,3.0,A0,A142,0.31,0.02,0.0
A15,21.0,A9,A15,3.21,1.11,0.95
A13,35.0,A0,A124,0.06,0.05,0.09
A11,36.0,A4,A73,0.0,0.0,0.02
A16,35.0,A1,A33,0.02,0.09,0.0
A7,24.0,A1,A21,1.1,0.06,0.0
A0,30.0,A4,A40,0.0,0.0,0.03
A11,34.0,A4,A40,0.05,0.02,0.02
,22.0,A6,A48,0.48,0.37,0.0
A11,34.0,A0,A35,0.24,0.31,0.01
A3,28.0,A3,A12,0.35,0.0,0.0
A3,27.0,A7,A123,0.03,0.0,0.0
A0,28.0,A8,A12,0.11,0.0,0.0
A0,26.0,A5,A6,0.67,0.01,0.0
A7,23.0,A3,A21,1.07,1.19,0.0
A16,33.0,A6,A21,0.06,0.04,0.0
A4,31.0,A2,A63,0.02,0.05,0.0
A3,27.0,A9,A1,0.08,0.0,0.0
A3,27.0,A3,A3,0.46,0.01,0.0
A0,29.0,A1,A10,0.0,0.0,0.06
A0,30.0,A5,A65,0.05,0.0,0.0
A14,13.0,A0,A141,0.0,0.0,0.07
A17,34.0,A0,A35,0.28,0.31,0.05
A2,,A6,A47,0.0,0.03,0.0
A16,31.0,A0,A39,0.1,0.07,0.0
A8,14.0,A5,A113,0.06,0.04,0.0
A7,23.0,A1,A143,0.04,0.03,0.0
A18,25.0,A8,A69,0.05,0.01,0.0
A3,28.0,A1,A144,0.06,0.0,0.0
A16,31.0,A2,A10,0.67,0.37,0.13
A1,,A6,A15,0.0,0.0,0.02
A7,25.0,A0,A26,1.3,0.23,0.0
A0,30.0,A11,A110,0.0,0.0,0.01
A4,26.0,A3,A21,0.01,0.02,0.0
A3,27.0,A4,A15,0.2,0.03,0.09
A18,24.0,A7,A57,0.04,0.01,0.0
A15,26.0,A0,A9,0.01,0.01,0.0
A1,30.0,A0,A39,0.17,0.2,0.0
A3,27.0,A10,A3,0.26,0.0,0.0
A3,30.0,A8,A145,0.0,0.01,0.0
,31.0,A5,A3,0.12,0.04,0.0
A7,23.0,A1,A39,0.11,0.09,0.0
A7,29.0,A8,A18,0.16,0.12,0.0
A0,26.0,A5,A21,0.46,0.02,0.0
A7,23.0,A4,A78,0.21,0.16,0.0
A7,22.0,A4,A146,0.0,0.0,0.54
A16,27.0,A5,A3,0.62,0.5,0.01
A0,31.0,A1,A1,0.0,0.0,0.2
A0,26.0,A6,A1,0.04,0.0,0.02
A7,25.0,A0,A21,0.34,0.01,0.0
A2,32.0,A5,A147,0.19,0.08,0.03
A17,32.0,A8,A39,0.07,0.07,0.12
A9,36.0,A6,A26,0.08,0.04,0.0
A7,26.0,A7,A39,0.02,0.01,0.01
A0,25.0,A1,A21,0.69,0.0,0.0
A7,22.0,A1,A9,0.09,0.07,0.0
A1,29.0,A0,A29,0.1,0.0,0.0
A2,29.0,A6,A99,0.15,0.06,0.05
A1,31.0,A4,A135,0.0,0.0,0.19
A18,22.0,A1,A11,0.05,0.01,0.0
,22.0,A2,A105,0.23,0.08,0.0
A7,28.0,A7,A39,0.09,0.07,0.0
A11,35.0,A0,A25,0.05,0.07,0.02
A17,31.0,A5,A106,0.07,0.02,0.0
A7,21.0,A0,A3,0.53,0.16,1.07
A16,35.0,A0,A17,0.01,0.0,0.01
A16,27.0,A0,A21,0.16,0.19,0.0
A21,32.0,A0,A14,0.12,0.0,0.0
A3,26.0,A8,A15,0.0,0.0,0.04
A1,29.0,A5,A29,0.06,0.0,0.0
A2,33.0,A0,A12,0.57,0.34,0.01
A4,28.0,A11,A131,0.0,0.03,0.0
A1,29.0,A0,A35,0.88,0.05,0.0
A3,27.0,A3,A1,0.0,0.0,0.1
A4,25.0,A4,A69,0.01,0.05,0.0
A7,22.0,A8,A10,0.28,0.22,0.0
A1,30.0,A1,A12,0.71,0.11,0.0
A4,26.0,A1,A1,0.0,0.01,0.0
A3,29.0,A3,A85,0.83,0.66,0.08
A1,30.0,A1,A8,0.0,0.06,0.0
A0,30.0,A2,A111,0.0,0.0,0.04
A7,23.0,A1,A84,0.37,0.29,0.0
,27.0,A1,A21,0.62,0.04,0.0
A0,31.0,A11,A107,0.0,0.0,0.42
A2,26.0,A4,A8,0.12,0.0,0.03
A15,23.0,A0,A3,0.25,0.09,0.0
A15,22.0,A7,A148,0.22,0.08,0.0
A4,28.0,A11,A21,0.01,0.64,0.0
A7,29.0,A2,A149,0.0,0.0,0.02
A0,26.0,A4,A10,0.0,0.0,0.04
A15,21.0,A11,A15,0.5,0.19,0.0
A15,24.0,A8,A47,0.06,0.02,0.0
A8,21.0,A6,A29,0.31,0.21,0.0
A1,30.0,A0,A14,0.15,0.1,0.0
A7,26.0,A5,A150,0.0,0.0,0.03
A0,33.0,A8,A73,0.0,0.0,0.01
A2,28.0,A3,A69,0.16,0.25,0.01
A7,24.0,A5,A8,0.03,0.02,0.17
A7,23.0,A9,A36,0.26,0.2,0.0
A0,31.0,A4,A124,0.0,0.0,0.13
A16,33.0,A1,A26,0.49,0.49,0.0
A21,32.0,A0,A15,0.15,0.03,0.0
A7,26.0,A0,A19,0.01,0.01,0.0
A7,21.0,A7,A104,0.05,0.04,0.0
A14,14.0,A1,A62,0.0,0.0,0.37
A8,21.0,A5,A8,0.01,0.01,0.0
,22.0,A5,A141,0.07,0.06,0.0
A7,26.0,A9,A14,0.45,0.02,0.0
A0,24.0,A0,A25,0.18,0.01,0.3
A1,30.0,A8,A88,0.04,0.0,0.0
A16,32.0,A6,A12,0.88,1.75,0.1
A7,23.0,A1,A6,0.09,0.07,0.0
A20,11.0,A2,A15,0.85,0.31,0.56
A22,18.0,A1,A39,0.0,0.0,0.09
A15,25.0,A0,A36,0.07,0.02,0.0
A12,18.0,A1,A15,0.75,0.03,0.0
A2,31.0,A6,A151,0.0,0.0,0.01
A16,31.0,A4,A21,0.78,0.47,0.03
A7,28.0,A8,A51,0.08,0.06,0.0
A8,19.0,A11,A25,0.0,0.0,0.19
A7,26.0,A7,A8,0.03,0.02,0.0
A15,25.0,A0,A12,0.52,0.19,0.0
A4,5.0,A3,A14,0.0,0.03,0.0
A0,30.0,A2,A40,0.0,0.0,0.04
A1,31.0,A8,A8,0.04,0.01,0.0
A0,26.0,A1,A84,0.06,0.0,0.0
A4,26.0,A0,A36,0.01,0.02,0.0
A4,34.0,A11,A26,0.11,0.22,0.0
A17,34.0,A2,A152,0.0,0.0,0.04
A4,14.0,A2,A153,0.02,2.79,0.0
A16,29.0,A3,A10,0.35,0.52,0.04
A5,22.0,A9,A6,0.02,0.01,0.0
A9,34.0,A1,A21,1.3,0.09,0.0
A7,30.0,A2,A95,0.0,0.0,0.02
A17,32.0,A8,A154,0.0,0.0,0.28
A8,19.0,A2,A10,0.24,0.16,0.0
A7,24.0,A6,A10,0.37,0.29,0.0
A17,32.0,A4,A15,0.33,0.37,0.37
A0,31.0,A2,A155,0.0,0.0,0.03
,29.0,A2,A1,0.0,0.0,0.03
A16,34.0,A5,A39,0.05,0.0,0.09
A1,29.0,A1,A84,0.29,0.0,0.0
A3,27.0,A2,A9,0.03,0.0,0.0
A1,28.0,A3,A106,0.13,0.01,0.0
A8,21.0,A2,A52,0.0,0.0,0.05
A17,34.0,A5,A15,3.24,1.35,2.42
A18,24.0,A7,A134,0.12,0.04,0.0
A3,30.0,A4,A125,0.24,0.0,0.09
A16,30.0,A11,A25,0.0,0.0,0.13
A22,17.0,A11,A156,0.0,0.0,0.11
A5,23.0,A9,A11,0.05,0.01,0.0
A16,32.0,A4,A21,0.63,0.59,0.03
A3,30.0,A2,A49,0.02,0.0,0.0
A0,26.0,A1,A21,0.07,0.06,0.0
A0,28.0,A1,A14,0.16,0.0,0.0
A15,22.0,A5,A107,0.05,0.02,0.03
A15,25.0,A9,A51,0.5,0.18,0.0
A20,20.0,A9,A15,1.11,0.51,0.34
A1,28.0,A2,A112,0.06,0.0,0.0
A13,32.0,A5,A85,0.02,0.05,0.0
A4,29.0,A2,A131,0.0,0.01,0.0
A0,29.0,A1,A39,0.0,0.0,0.16
A15,21.0,A1,A1,0.0,0.0,0.27
A16,31.0,A0,A14,0.05,0.01,0.0
A4,30.0,A3,A12,0.0,0.21,0.0
,22.0,A8,A26,0.06,0.02,0.0
A2,28.0,A8,A14,1.78,0.64,0.0
A12,20.0,A0,A21,1.13,0.38,0.02
A0,32.0,A2,A73,0.0,0.0,0.02
A12,19.0,A4,A1,0.16,0.04,0.05
A13,34.0,A10,A39,0.0,0.0,0.05
A0,,A1,A1,0.04,-5.149353495167844,0.26
A1,27.0,A1,A9,0.02,0.0,0.0
A5,27.0,A1,A21,0.06,0.02,0.0
A7,28.0,A2,A73,0.0,0.0,0.04
A7,27.0,A5,A124,0.0,0.0,0.02
A17,34.0,A4,A92,0.0,0.0,0.06
A8,19.0,A5,A11,0.27,0.18,0.0
A15,25.0,A9,A12,0.09,0.03,0.0
A12,,A1,A8,0.0,0.0,0.17
A3,30.0,A8,A1,0.0,0.0,0.07
A1,30.0,A8,A12,0.0,0.12,0.0
A16,29.0,A2,A54,0.06,0.03,0.0
A11,34.0,A4,A21,0.72,0.86,0.08
A7,21.0,A1,A54,0.36,0.28,0.0
A4,30.0,A4,A17,0.86,0.48,0.0
A5,23.0,A4,A15,0.54,0.21,0.31
A1,30.0,A6,A75,0.25,0.0,0.0
A16,32.0,A0,A39,0.1,0.03,0.06
A7,26.0,A11,A157,0.0,0.0,0.03
A15,25.0,A8,A64,0.1,0.04,0.0
A3,26.0,A8,A85,0.13,0.0,0.0
A5,25.0,A8,A15,0.36,0.09,0.0
A1,29.0,A9,A12,0.11,0.0,0.0
A7,27.0,A4,A8,0.0,0.0,0.17
A7,25.0,A8,A19,0.1,0.08,0.0
A4,24.0,A6,A36,2.28,0.02,0.08
A8,18.0,A1,A21,1.66,0.04,0.0
A3,29.0,A3,A68,0.21,0.1,0.0
A7,27.0,A4,A17,0.35,0.27,0.09
A0,27.0,A6,A14,0.52,1.03,0.0
A14,13.0,A1,A158,0.0,0.0,0.11
A4,28.0,A0,A26,0.01,0.79,0.0
A9,35.0,A6,A26,0.24,0.13,0.0
A16,31.0,A2,A3,0.0,0.0,0.11
A8,20.0,A9,A14,0.35,0.24,0.0
A7,27.0,A5,A20,0.0,0.0,0.04
A11,34.0,A6,A14,2.8,3.3,0.14
A3,27.0,A3,A99,0.44,0.01,0.25
A7,28.0,A9,A159,0.17,0.13,0.0
A1,26.0,A0,A15,3.83,2.19,0.6
A2,29.0,A0,A39,0.07,0.03,0.0
A23,13.0,A9,A39,1.0,0.36,0.09
A7,28.0,A2,A93,0.04,0.03,0.0
A3,29.0,A0,A14,0.2,0.15,0.0
A17,33.0,A0,A8,0.0,0.0,0.01
A1,27.0,A0,A160,0.07,0.0,0.0
A6,5.0,A10,A8,0.0,0.0,0.41
A18,21.0,A1,A69,0.69,0.11,0.0
A17,35.0,A0,A4,0.25,0.19,2.78
A20,20.0,A8,A1,0.0,0.0,0.83
A0,25.0,A1,A21,0.19,0.0,0.0
A0,27.0,A9,A10,1.4,1.4,0.1
A16,35.0,A0,A43,0.0,0.0,0.04
A4,31.0,A0,A161,0.06,0.01,0.0
A7,27.0,A8,A39,0.0,0.0,0.03
A2,31.0,A1,A14,0.24,0.02,0.0
A12,18.0,A1,A21,0.11,0.39,0.0
A20,9.0,A10,A15,0.96,0.38,0.55
A18,25.0,A2,A12,0.04,0.01,0.0
A13,35.0,A2,A162,0.0,0.0,0.03
A0,26.0,A1,A6,0.09,0.0,0.0
A16,33.0,A11,A14,0.1,0.17,0.0
A0,29.0,A11,A163,0.0,0.01,0.0
A8,20.0,A1,A10,0.18,0.12,0.0
A4,30.0,A0,A21,0.04,0.01,0.0
A3,28.0,A2,A1,0.0,0.0,0.09
A2,29.0,A7,A12,0.24,0.17,0.0
A1,32.0,A8,A15,0.0,0.0,0.29
A2,31.0,A1,A21,0.55,0.1,0.0
A7,25.0,A1,A21,1.44,0.15,0.0
A1,27.0,A8,A21,0.53,0.76,0.0
A1,31.0,A7,A14,0.22,0.0,0.0
A7,27.0,A8,A107,0.0,0.0,0.01
A7,22.0,A0,A164,0.03,0.02,0.15
A17,31.0,A7,A51,0.21,0.0,0.0
A3,31.0,A11,A35,1.07,0.36,0.0
A4,23.0,A11,A68,0.0,0.02,0.0
A12,16.0,A1,A165,0.0,0.0,0.22
A18,26.0,A6,A68,0.01,0.0,0.0
A13,33.0,A4,A40,0.16,0.05,0.12
A8,18.0,A7,A59,0.21,0.14,0.0
A16,29.0,A8,A18,0.18,0.0,0.0
A5,21.0,A5,A15,4.41,1.04,1.39
A16,27.0,A0,A51,0.17,0.41,0.0
A4,23.0,A11,A21,0.01,0.0,0.0
,26.0,A4,A12,0.14,0.12,0.0
A1,31.0,A1,A26,0.15,0.0,0.0
A8,16.0,A0,A89,0.45,0.3,0.22
A18,25.0,A0,A36,0.17,0.05,0.0
,32.0,A1,A26,0.47,0.0,0.0
A8,16.0,A8,A71,0.0,0.0,0.27
A4,,A6,A8,0.01,0.0,0.0
A7,24.0,A1,A21,0.44,0.02,0.0
A1,28.0,A7,A14,0.39,0.0,0.0
A18,22.0,A0,A9,0.11,0.03,0.0
A15,24.0,A6,A46,0.06,0.02,0.0
A4,35.0,A7,A166,0.0,0.1,0.0
A7,25.0,A7,A6,0.23,0.18,0.0
A15,25.0,A7,A3,0.07,0.03,0.0
A15,22.0,A4,A15,0.61,0.27,0.27
A11,35.0,A4,A44,0.66,0.78,0.0
A15,22.0,A0,A3,0.07,0.02,0.0
A16,28.0,A7,A51,0.42,0.33,0.0
,33.0,A3,A51,0.04,0.03,0.0
A3,26.0,A0,A39,0.08,5.501137950308252,0.0
A7,28.0,A2,A9,0.03,0.02,0.0
A3,29.0,A8,A112,0.07,0.0,0.0
A7,,A8,A134,0.07,0.06,0.0
A4,29.0,A6,A26,0.01,0.14,0.0
A9,35.0,A0,A25,0.03,0.02,0.0
A15,24.0,A6,A36,0.02,0.01,0.0
A3,25.0,A10,A9,0.04,0.0,0.0
A18,25.0,A9,A14,0.21,0.06,0.0
A16,34.0,A7,A106,0.09,0.0,0.0
A4,29.0,A0,A21,0.0,0.02,0.0
A1,,A0,A35,0.07,0.01,0.0
A13,32.0,A2,A8,0.0,0.0,0.07
A2,32.0,A4,A87,0.15,0.08,0.0
A12,18.0,A7,A15,0.59,0.04,0.0
A20,12.0,A2,A15,6.16,2.04,2.69
A3,28.0,A8,A29,0.0,0.0,0.02
A16,30.0,A5,A8,0.42,0.47,0.15
A17,33.0,A0,A99,0.02,0.01,0.0
A18,24.0,A7,A9,0.36,0.38,0.0
A12,19.0,A1,A1,0.05,0.0,0.0
A0,24.0,A1,A10,0.5,0.5,0.63
A1,29.0,A0,A4,0.1,0.01,0.0
A8,20.0,A1,A1,0.0,0.0,0.14
A8,17.0,A1,A167,1.52,0.46,0.2
A18,23.0,A6,A14,0.49,0.16,0.0
A2,33.0,A0,A106,0.44,0.27,0.01
A15,24.0,A2,A15,0.0,0.0,0.11
A9,34.0,A0,A106,0.15,0.13,0.0
A5,22.0,A9,A15,4.01,1.26,0.87
A9,35.0,A0,A14,0.09,0.03,0.0
A16,34.0,A1,A26,0.36,0.35,0.0
A4,22.0,A0,A21,0.0,0.01,0.0
A2,33.0,A8,A12,0.09,0.01,0.0
A15,23.0,A7,A148,0.2,0.07,0.0
A4,26.0,A8,A12,0.0,0.01,0.0
A19,20.0,A7,A39,0.0,0.0,0.13
A3,30.0,A8,A26,0.08,0.01,0.0
A3,31.0,A8,A35,0.08,0.0,0.0
A7,24.0,A0,A14,0.37,0.29,0.0
A17,34.0,A4,A17,0.0,0.0,0.17
,22.0,A9,A9,0.08,0.06,0.0
A22,14.0,A3,A21,0.0,0.0,0.08
A1,32.0,A0,A168,0.0,0.04,0.0
A4,26.0,A3,A69,0.02,0.34,0.0
,29.0,A8,A21,0.21,0.31,0.0
A2,25.0,A7,A8,0.1,0.02,0.07
A0,29.0,A10,A39,0.0,0.0,0.03
A3,29.0,A0,A3,0.08,0.07,0.0
A2,35.0,A0,A70,0.0,0.04,0.0
A10,1.0,A0,A169,0.35,0.02,0.0
A0,29.0,A4,A73,0.04,0.0,0.01
A3,27.0,A10,A6,0.49,1.27,0.0
A3,28.0,A8,A170,0.0,0.0,0.01
A16,28.0,A6,A39,0.14,0.07,0.0
A2,26.0,A6,A9,0.07,0.01,0.02
A8,15.0,A2,A21,0.01,0.0,0.0
A15,21.0,A8,A1,0.0,0.0,0.4
A3,28.0,A3,A85,0.03,0.0,0.0
A12,19.0,A7,A11,0.23,0.06,0.0
A3,29.0,A3,A39,0.01,0.0,0.0
A2,34.0,A6,A12,0.45,0.44,0.0
A18,,A1,A9,0.1,0.03,0.0
A0,28.0,A4,A39,0.19,0.06,0.63
A3,29.0,A8,A12,0.12,0.0,0.0
A7,27.0,A3,A39,0.0,0.0,0.06
A3,30.0,A10,A1,0.01,0.0,0.0
A17,35.0,A10,A15,0.0,0.0,0.06
A4,33.0,A3,A80,0.0,0.08,0.0
A1,30.0,A8,A12,0.13,0.0,0.0
A8,21.0,A7,A12,0.03,0.02,0.0
,28.0,A6,A14,0.57,0.26,0.0
A18,25.0,A0,A14,0.2,0.06,0.0
A17,34.0,A11,A8,0.0,0.0,0.31
A3,27.0,A0,A9,0.11,0.0,0.0
A16,30.0,A3,A1,0.12,0.05,0.0
A1,29.0,A1,A21,0.29,0.52,0.02
A0,26.0,A5,A10,0.0,0.0,0.07
A24,20.0,A4,A34,0.0,0.0,0.51
A1,28.0,A3,A85,0.51,0.28,0.01
A7,26.0,A4,A39,0.0,0.0,0.19
A10,2.0,A0,A171,0.21,0.01,0.0
A4,12.0,A11,A21,0.0,0.05,0.0
A16,29.0,A0,A14,0.21,0.06,0.0
A3,28.0,A3,A12,0.35,0.0,0.0
A5,25.0,A0,A15,0.29,0.08,0.16
A7,23.0,A5,A46,0.05,0.04,0.0
A16,27.0,A7,A3,0.17,0.26,0.0
A5,24.0,A11,A57,0.05,0.01,0.0
A8,19.0,A1,A1,0.0,0.0,0.25
A3,27.0,A4,A99,0.05,0.0,0.0
A1,28.0,A0,A25,0.04,0.0,0.0
A10,,A10,A9,0.41,0.03,0.0
A1,31.0,A2,A15,0.19,0.17,0.0
A2,27.0,A1,A26,0.24,0.0,0.0
A18,,A5,A20,0.09,0.03,0.0
A16,29.0,A0,A14,0.31,0.32,0.0
A15,23.0,A1,A172,0.26,0.1,0.0
A17,32.0,A0,A173,0.0,0.0,0.02
A8,15.0,A6,A10,0.0,0.0,0.09
A8,20.0,A1,A122,0.03,0.02,0.0
A7,25.0,A9,A51,0.32,0.25,0.0
A12,17.0,A2,A26,0.12,0.03,0.0
A0,27.0,A6,A1,0.05,0.0,0.0
A10,0.0,A1,A14,0.46,0.03,0.0
A17,32.0,A0,A174,0.0,0.12,0.0
A7,27.0,A1,A9,0.03,0.02,0.0
A2,28.0,A6,A9,0.08,0.15,0.0
,22.0,A9,A39,0.93,0.59,0.21
A8,21.0,A0,A175,0.02,0.01,0.0
A7,26.0,A0,A3,0.5,0.02,0.0
A1,27.0,A1,A21,0.82,0.01,0.0
A18,21.0,A7,A3,0.1,0.03,0.0
,30.0,A10,A85,0.02,0.0,0.0
,27.0,A8,A15,4.46,1.88,1.98
A8,19.0,A1,A12,0.26,0.17,0.0
A12,18.0,A3,A15,0.83,0.06,0.93
A7,21.0,A7,A10,1.19,0.17,0.0
A7,27.0,A7,A176,0.0,0.0,0.02
A4,28.0,A2,A68,0.0,0.02,0.0
A18,24.0,A0,A12,0.82,0.59,0.0
A1,30.0,A10,A177,0.02,0.0,0.0
A3,29.0,A2,A87,0.06,0.3,0.0
A18,22.0,A0,A39,0.13,0.04,0.03
,25.0,A8,A4,0.22,0.17,0.05
A2,31.0,A8,A72,0.0,0.02,0.0
A2,35.0,A0,A14,0.0,0.02,0.0
A0,31.0,A2,A111,0.0,0.0,0.19
A12,19.0,A1,A1,0.37,0.0,0.0
A4,23.0,A3,A12,0.0,0.03,0.0
A1,30.0,A8,A3,1.67,0.58,0.0
A5,22.0,A7,A12,0.11,0.03,0.0
A8,16.0,A1,A178,0.02,0.01,0.0
A0,30.0,A2,A95,0.0,0.0,0.02
A18,26.0,A0,A21,0.33,0.1,0.0
A15,22.0,A1,A39,0.1,0.04,0.0
A12,18.0,A1,A1,0.04,0.0,0.0
A8,20.0,A9,A12,0.05,0.03,0.0
A18,25.0,A0,A3,0.08,0.02,0.0
A7,21.0,A7,A21,0.57,0.44,0.0
A3,28.0,A8,A179,0.08,0.0,0.0
A15,25.0,A8,A1,0.3,0.11,0.0
A2,29.0,A5,A21,0.95,0.34,0.0
A18,25.0,A5,A21,0.42,0.16,0.0
A6,14.0,A4,A180,0.0,0.0,0.11
A8,16.0,A6,A1,0.14,0.09,0.0
A15,23.0,A9,A12,0.1,0.04,0.0
A8,17.0,A0,A1,0.03,0.02,0.0
A1,28.0,A6,A84,0.11,0.0,0.0
A13,33.0,A1,A1,0.0,0.0,0.1
A1,31.0,A2,A12,0.08,0.04,0.0
A12,21.0,A0,A105,0.13,0.03,0.0
A1,29.0,A8,A64,0.04,0.0,0.0
A13,33.0,A2,A181,0.0,0.0,0.01
A5,25.0,A0,A14,0.07,0.02,0.0
A1,31.0,A0,A19,0.07,0.0,0.0
A18,22.0,A0,A8,0.36,0.11,0.0
A11,34.0,A5,A23,0.1,0.0,0.04
A3,27.0,A4,A8,0.0,0.0,0.15
A4,32.0,A0,A21,0.09,0.16,0.0
A8,19.0,A11,A1,0.06,0.04,0.0
A16,32.0,A1,A21,2.11,0.23,0.0
A5,25.0,A1,A21,0.25,0.07,0.0
A3,30.0,A3,A1,0.0,0.0,0.44
A11,36.0,A0,A12,0.59,1.16,0.06
A1,27.0,A5,A12,0.07,0.0,0.06
A15,24.0,A10,A15,0.25,0.09,0.12
A3,29.0,A8,A12,0.19,0.0,0.0
A1,29.0,,A44,0.01,0.05,0.0
A15,23.0,A0,A27,0.16,0.06,0.0
A15,24.0,A4,A1,0.03,0.01,0.0
A15,22.0,A0,A15,1.18,0.27,0.17
A13,34.0,A0,A40,0.1,0.03,0.12
A4,34.0,A0,A35,0.0,0.04,0.0
A15,26.0,A10,A26,0.05,0.02,0.0
A2,31.0,A0,A3,0.07,0.03,0.0
A13,35.0,A7,A8,0.0,0.0,0.05
A4,30.0,A11,A161,0.0,0.01,0.0
A2,29.0,A1,A26,0.88,0.02,0.0
A7,21.0,A1,A182,0.07,0.05,0.0
A17,34.0,A4,A15,0.03,0.0,3.18
A8,16.0,A0,A11,0.02,0.01,0.0
A3,29.0,A8,A112,0.28,0.0,0.0
A18,22.0,A0,A25,0.04,0.01,0.0
A8,16.0,A6,A59,0.05,0.03,0.0
A8,18.0,A9,A14,0.99,0.64,0.0
A14,19.0,A11,A15,0.0,0.0,0.26
A17,31.0,A10,A15,0.32,0.95,0.36
A18,24.0,A7,A183,0.01,0.0,0.0
A1,27.0,A0,A123,0.07,0.02,0.0
A12,17.0,A1,A11,1.01,0.05,0.0
A2,28.0,A8,A21,1.78,0.24,0.0
A7,27.0,A8,A14,0.08,0.06,0.0
A16,28.0,A8,A51,0.08,0.26,0.0
A7,26.0,A8,A10,0.2,0.16,0.0
A0,25.0,A1,A10,0.2,0.0,0.0
A7,28.0,A8,A29,0.0,0.0,0.12
A3,28.0,A4,A17,0.0,0.0,0.05
A8,16.0,A6,A8,0.0,0.0,0.05
A8,18.0,A11,A25,0.0,0.0,0.13
A7,26.0,A1,A21,0.02,0.02,0.0
A1,28.0,A7,A184,0.07,0.0,0.0
A7,21.0,A4,A10,0.14,0.11,0.08
A5,23.0,A0,A4,0.06,0.02,0.0
A8,21.0,A0,A182,0.06,0.04,0.0
A17,33.0,A4,A185,0.09,0.0,0.03
A18,25.0,A7,A6,0.11,0.03,0.0
A8,16.0,A0,A91,0.05,0.03,0.0
A2,30.0,A1,A85,1.74,0.48,0.0
A2,30.0,A1,A9,0.11,0.0,0.0
A8,15.0,A10,A11,0.11,0.07,0.0
A3,26.0,A1,A1,0.0,0.0,0.15
A15,24.0,A9,A3,0.33,0.12,0.0
A18,22.0,A1,A21,0.14,0.04,0.0
A1,28.0,A9,A160,0.04,0.0,0.0
A7,20.0,A1,A21,0.27,0.21,0.28
A3,28.0,A11,A25,0.07,0.0,0.0
